customer_id,first_name,last_name,gender,age,country,email,phone,customer_type,loyalty_status,annual_income,booking_frequency,preferred_channel,customer_satisfaction
64,Kyle,Sosa,Male,42,UK,garciashannon@gmail.com,140150980,Leisure,Gold,2260376,5,Agent,3.6
65,Christopher,Torres,Female,55,Canada,rnolan@campbell.com,8517865172,Corporate,Silver,2097732,5,Mobile App,2.5
66,Joseph,Hester,Female,42,UK,mcclainterri@torres-moore.com,3203557263,Corporate,Platinum,1670890,11,Mobile App,2.8
67,Taylor,Clark,Female,34,India,christianpreston@hotmail.com,3743570229,Leisure,Silver,518462,12,Website,4
68,Amber,Davis,Male,66,India,mariaheaton@yahoo.com,3287442249,Corporate,Gold,385479,20,Website,2.7
69,Melvin,Horne,Female,60,India,xlambert@williams.net,2456805080,Corporate,Platinum,1374763,25,Mobile App,2.5
70,Ana,Mitchell,Male,67,USA,houstonchristopher@mann-krause.org,9757478843,Leisure,Silver,407703,10,Agent,4
71,Danielle,Clark,Female,43,Australia,ogarcia@peters.com,4144289064,Corporate,Silver,1318584,4,Agent,4.3
72,Sheri,Paul,Male,68,Canada,staceycastro@boyd-murphy.com,6454553068,Corporate,Premium,2096747,22,Mobile App,2.2
73,Melissa,Rojas,Female,18,UAE,joseph61@yahoo.com,2633625301,Leisure,Silver,2118328,12,Agent,4.7
74,Mary,Roberts,Female,63,USA,qcordova@sanders.com,7186725231,Leisure,Gold,2488364,21,Mobile App,3.8
75,Robert,Perez,Female,47,UAE,rita70@hotmail.com,6722140079,Leisure,Premium,1329681,3,Mobile App,4.6
76,Natalie,Wyatt,Male,66,UAE,marccarrillo@lopez-jackson.biz,7862925638,Leisure,Premium,420376,16,Mobile App,2.5
77,James,Nelson,Male,40,UK,davisjason@nelson-jones.com,1719074492,Leisure,Premium,1458754,18,Website,3.5
78,Kevin,Wilkins,Male,23,USA,ianderson@yahoo.com,6156269061,Leisure,Platinum,1307991,23,Mobile App,3.9
79,Christine,Gonzales,Female,46,India,campbellmichael@yahoo.com,8174704877,Corporate,Premium,1229442,13,Agent,2.7
80,Crystal,Singh,Female,48,Canada,peterpatel@townsend.com,3744960774,Leisure,Platinum,1687439,12,Agent,3.4
81,Brian,Fitzpatrick,Female,34,USA,npineda@gonzales.biz,1555512059,Corporate,Gold,1623504,4,Agent,3.6
82,Jessica,Leblanc,Male,30,USA,brownjoshua@smith.net,6968878305,Leisure,Premium,1486982,4,Website,2.9
83,Paul,Delacruz,Female,29,UK,amanda69@yahoo.com,4046438699,Corporate,Gold,1450545,2,Website,3.7
84,James,Lynch,Male,58,UAE,williamslaurie@yahoo.com,8813961589,Corporate,Silver,1492605,16,Mobile App,3.3
85,Robyn,Thompson,Male,21,UK,steve31@hotmail.com,6789644521,Leisure,Silver,574070,13,Mobile App,2.2
86,Lacey,Rivera,Male,27,USA,james62@hotmail.com,5716497515,Leisure,Silver,1340988,4,Agent,4.3
87,Isaac,Andrade,Male,67,Canada,mcmahonkaren@rosales.info,7606619142,Leisure,Platinum,2156906,10,Agent,5
88,Diana,Wilcox,Female,54,Canada,zanderson@shaw-kramer.biz,8540698102,Corporate,Silver,1171525,21,Website,2.8
89,Rachel,Arias,Male,28,USA,higginsmelanie@gmail.com,8083249828,Corporate,Silver,956545,1,Mobile App,3.4
90,David,Carter,Female,36,India,claytonlisa@tate.info,1461891969,Corporate,Premium,1485806,23,Mobile App,2.2
91,Isabel,King,Male,34,Australia,ricardoestes@gmail.com,7169806139,Corporate,Platinum,781406,18,Website,3.9
92,Gerald,Johnson,Female,70,USA,annalowery@yahoo.com,6281955833,Corporate,Silver,995930,10,Agent,4.2
93,Thomas,Santos,Female,46,India,christopher26@yahoo.com,2370871931,Leisure,Premium,1988243,9,Agent,3.6
94,Kim,Johnston,Female,23,Canada,ujohnson@rocha.com,8513821982,Corporate,Platinum,1651914,20,Mobile App,2.1
95,Daniel,Jenkins,Male,61,Canada,johnsonolivia@smith.biz,9473986618,Corporate,Premium,468743,25,Website,3.4
96,Gregory,Grant,Female,35,USA,ataylor@morris-martinez.biz,7348610882,Leisure,Platinum,682698,16,Mobile App,3.2
97,Cassandra,Gardner,Female,60,India,amandaknight@gmail.com,2408439488,Corporate,Premium,2026564,23,Mobile App,2.9
98,Jimmy,Hopkins,Female,70,Canada,heatherglass@gmail.com,5961467620,Corporate,Platinum,669349,11,Mobile App,3
99,Tyler,Lucas,Female,50,India,susanbates@hotmail.com,5923869243,Leisure,Platinum,527348,7,Agent,3.1
100,Jeffery,Stephenson,Female,58,UAE,bennettlauren@gmail.com,1518679177,Corporate,Gold,1420115,18,Website,4.8
101,Brandi,Escobar,Female,62,UAE,jamesellis@gmail.com,8741520949,Corporate,Silver,1303686,23,Website,2.9
102,Vicki,Williams,Male,53,UAE,tuckerlarry@gmail.com,4733645765,Corporate,Gold,775890,15,Website,3.9
103,Cameron,Wood,Male,49,Australia,eric18@evans.com,8026960968,Leisure,Premium,2042692,16,Mobile App,2.7
104,Linda,Edwards,Male,42,USA,bdavis@murphy.com,1794898989,Corporate,Silver,1458665,25,Mobile App,3
105,Kari,Perez,Female,70,India,mkaiser@gmail.com,7623441101,Leisure,Premium,2353700,5,Mobile App,3.6
106,Rachel,Roth,Female,39,Canada,johnnypotts@rice.com,7166846890,Leisure,Platinum,1649632,7,Agent,2.7
107,William,Knapp,Female,32,UAE,donna36@yahoo.com,2374164637,Corporate,Premium,2283806,23,Mobile App,3.2
108,Richard,Harris,Male,49,India,fredblair@hotmail.com,3304446548,Corporate,Premium,720959,15,Website,3.6
109,William,Padilla,Female,18,Australia,kristimarshall@patterson.com,8235051025,Corporate,Platinum,947437,3,Mobile App,4.3
110,Sheena,Wilson,Female,39,Canada,gary02@hotmail.com,9358803871,Leisure,Silver,1678103,22,Agent,3.1
111,Greg,Zimmerman,Female,58,Australia,pageangela@yahoo.com,2815825598,Leisure,Silver,586977,8,Agent,4.1
112,Gloria,Jones,Female,32,Australia,dfrederick@mcmillan.net,7445282958,Corporate,Platinum,712900,25,Agent,4.1
113,Barbara,Torres,Male,46,USA,stephenmartinez@tucker.com,2153558978,Leisure,Silver,492900,11,Website,2.9
114,Rebecca,Bell,Female,45,USA,krystal88@yahoo.com,6080116960,Corporate,Platinum,1055213,6,Website,2.2
115,Gary,Lopez,Female,57,Australia,lindsayjohnson@yahoo.com,3838732609,Corporate,Platinum,900279,8,Mobile App,3.9
116,Zachary,Wilkerson,Female,34,Australia,nancysmith@yahoo.com,128582303,Corporate,Platinum,1506414,22,Agent,2.5
117,Amanda,Martinez,Female,40,Canada,bartondaniel@gmail.com,9637028816,Leisure,Platinum,1348987,15,Mobile App,2.6
118,Crystal,Fernandez,Female,48,India,gonzalezmaureen@yahoo.com,9193930775,Corporate,Platinum,1805583,19,Mobile App,5
119,Joel,Allen,Female,19,Australia,anna85@hotmail.com,6928283133,Leisure,Premium,333965,19,Agent,4.3
120,Curtis,Benson,Male,56,Australia,charlesgill@bailey.net,8396645640,Leisure,Premium,1265186,20,Mobile App,2.7
121,Timothy,Watkins,Male,57,UK,markmccormick@simon.com,6827439417,Corporate,Silver,465350,10,Mobile App,2.1
122,Chris,Reed,Female,64,USA,irussell@gmail.com,6821279625,Corporate,Premium,1670359,24,Mobile App,2.5
123,Jeffrey,Martinez,Male,68,Canada,danielmcdaniel@yahoo.com,8114510502,Leisure,Premium,990149,9,Mobile App,4.9
124,James,Kim,Female,65,UK,ryan48@gmail.com,367035893,Corporate,Platinum,615828,5,Website,4.6
125,Alexis,Lee,Female,69,Canada,eileen35@gmail.com,1363905277,Leisure,Silver,1954965,1,Mobile App,3.6
126,Anthony,Gordon,Female,41,Australia,courtneywarner@burns.com,6382304908,Leisure,Platinum,1858073,4,Agent,2.7
127,Sheryl,Sloan,Male,57,Canada,halljeremy@hotmail.com,4025127647,Leisure,Gold,565151,21,Mobile App,4.7
128,Joan,Smith,Female,59,UAE,joseph67@gmail.com,399214074,Corporate,Gold,490198,2,Mobile App,5
129,Anna,Wagner,Male,24,USA,kimberly06@hotmail.com,1092868063,Corporate,Platinum,2202719,12,Agent,4.8
130,Heather,Mccormick,Female,55,Australia,knightdavid@gmail.com,5932891300,Corporate,Platinum,715326,16,Agent,3.2
131,Alexa,Anderson,Female,20,Australia,amanda55@berry.info,6221874115,Leisure,Gold,2159683,15,Website,4.6
132,Ann,Sanchez,Male,61,UK,mitchellmichael@yahoo.com,4370533581,Leisure,Silver,1969918,9,Website,4.9
133,Jonathan,Pittman,Female,23,Australia,zacharybecker@rice.com,8982562786,Corporate,Silver,512141,11,Website,5
134,Gregory,Chapman,Male,22,Canada,richard16@pace.org,901408191,Corporate,Gold,1277267,11,Website,4.4
135,Jason,Young,Male,35,USA,scottchristine@yahoo.com,3148495770,Corporate,Premium,1031893,4,Agent,4.6
136,Edward,Berry,Male,18,UK,hallmeghan@gmail.com,5449795926,Corporate,Premium,366190,6,Mobile App,2.2
137,Kathy,Alvarez,Female,51,India,brandonjones@yahoo.com,5001527607,Corporate,Platinum,2180202,25,Mobile App,3.5
138,Erin,Thomas,Male,46,Canada,dylanyork@hotmail.com,853100490,Corporate,Silver,2487124,10,Mobile App,3.9
139,Ariel,Rogers,Male,21,UAE,wadekristen@miller.com,3245383543,Leisure,Platinum,752824,16,Agent,4.7
140,Brittany,Rogers,Male,23,UK,ubowen@kelley-hill.org,8667885061,Corporate,Silver,829285,9,Agent,3.9
141,Shane,Thompson,Female,42,Canada,salvarez@gmail.com,4054166097,Leisure,Platinum,2420434,20,Mobile App,2.3
142,Jeremiah,Smith,Male,59,Australia,jasonrussell@smith.com,5189279374,Corporate,Platinum,2193958,8,Mobile App,3
143,Brandon,Martinez,Female,43,UAE,mooredouglas@hotmail.com,5515977054,Corporate,Premium,2089977,11,Agent,2.8
144,Timothy,Kelley,Male,61,UAE,kevinsherman@gmail.com,4699184998,Corporate,Silver,658044,3,Mobile App,2.3
145,Shane,Gates,Female,69,USA,lisa77@yahoo.com,1295182450,Corporate,Premium,812675,14,Mobile App,4.6
146,Joseph,Mcdonald,Female,64,India,cjensen@yahoo.com,2806149255,Leisure,Premium,1774911,4,Agent,3.5
147,Craig,Knight,Male,60,UAE,fhumphrey@marshall-benson.com,7976892671,Corporate,Silver,1768484,18,Mobile App,2.3
148,Brooke,Wilson,Female,54,USA,darrell98@wright.com,3297118921,Leisure,Silver,1421757,1,Website,2.8
149,Andrew,Copeland,Female,39,UK,alexander13@hotmail.com,957963494,Corporate,Gold,900840,19,Agent,3.2
150,Thomas,Bailey,Male,65,Australia,allendanielle@costa-taylor.com,9664133718,Corporate,Silver,1202332,13,Mobile App,3.4
151,Julie,Romero,Male,41,UK,clifford97@walter-davila.com,7556513554,Leisure,Silver,520657,5,Website,4.3
152,Caitlin,Floyd,Male,61,India,millermichael@bradley.com,5286838133,Leisure,Platinum,2078446,16,Agent,3.3
153,Stephanie,Smith,Female,31,Canada,jenniferandrews@hotmail.com,5881230060,Corporate,Premium,2103188,4,Mobile App,4
154,Charles,Clark,Female,51,Australia,martincardenas@mitchell.com,4086881472,Leisure,Silver,1224921,13,Agent,2.2
155,Jennifer,Ballard,Male,37,USA,brianjohnson@park.com,9533549153,Corporate,Premium,1514029,11,Website,2
156,Shawn,Stevenson,Female,29,USA,gjensen@yahoo.com,5005818001,Leisure,Gold,2398252,18,Agent,4.4
157,Javier,Park,Male,43,Australia,anthony19@ramirez-olsen.com,6778155883,Corporate,Platinum,378607,15,Website,4.6
158,Catherine,Smith,Female,54,UAE,charles28@burch.info,5493356381,Leisure,Premium,783072,13,Website,4.9
159,Donna,Fernandez,Male,69,Canada,johnjones@hotmail.com,448844396,Leisure,Premium,669643,14,Website,2.7
160,Ryan,Black,Female,51,India,sandovalvictoria@yahoo.com,3256538580,Leisure,Premium,1724021,8,Mobile App,4.3
161,Luke,Collins,Male,50,Australia,shirley36@jones.com,1112781507,Corporate,Gold,1765386,12,Agent,4.9
162,Deborah,May,Male,33,India,fishererik@williams-miller.net,6000179761,Corporate,Premium,1127417,6,Agent,2.5
163,David,Rivera,Male,29,Australia,averydiane@hotmail.com,3684782826,Leisure,Platinum,2182845,22,Agent,3.9
164,Spencer,Ward,Female,58,UK,medinathomas@jones.net,9859278224,Corporate,Platinum,586413,16,Mobile App,3.9
165,Jennifer,Brown,Female,55,India,camachopaul@williams-wood.com,6827072663,Leisure,Silver,1601944,15,Mobile App,2.1
166,Erin,Vega,Female,36,India,amanda51@andrews.com,1319345437,Corporate,Platinum,2240753,19,Agent,4.9
167,Sharon,Rollins,Male,46,Canada,arroyosarah@lyons.com,2508346402,Corporate,Premium,2294932,17,Website,4.9
168,Samuel,Walker,Female,24,UK,vanessagrant@kirk.com,3210887046,Corporate,Gold,464173,8,Agent,3.3
169,Adrian,Zimmerman,Female,51,Canada,carol36@yahoo.com,5142592124,Corporate,Premium,1863854,10,Mobile App,3.2
170,Francisco,Holmes,Female,61,Canada,christianharris@gmail.com,9734581451,Corporate,Premium,576454,11,Website,3.7
171,Jeffrey,Ortiz,Female,36,UK,qconway@carr-duncan.com,7591628687,Corporate,Premium,641844,19,Agent,2.4
172,Robert,Hall,Female,37,Australia,igarcia@hotmail.com,2533137089,Leisure,Gold,655337,10,Agent,3.1
173,Peter,Barr,Female,70,USA,adamsandrew@lewis.com,2361605913,Corporate,Platinum,2432755,12,Website,3.1
174,Erin,Riley,Male,31,UK,eking@hotmail.com,8510709774,Leisure,Gold,1250190,5,Website,2.2
175,Alyssa,Maldonado,Male,50,Canada,laurasmith@oneill.net,5201615669,Corporate,Premium,849659,20,Mobile App,2.5
176,Julia,Watts,Male,62,Canada,xsmith@hotmail.com,215320601,Corporate,Platinum,483259,14,Mobile App,4
177,John,Larson,Male,46,Canada,williamcruz@case.com,4683741091,Leisure,Platinum,1281479,18,Website,2.9
178,Robert,Farley,Female,30,UK,amandagonzalez@yahoo.com,1114394581,Leisure,Platinum,1481836,25,Mobile App,3.5
179,Anthony,Green,Female,28,USA,moorecindy@hotmail.com,4577151721,Corporate,Premium,518857,21,Mobile App,4.6
180,Ruth,Brown,Male,63,Canada,travis85@williams.com,5851749868,Corporate,Premium,651797,25,Website,2.8
181,Reginald,Beltran,Male,45,India,collinsamanda@gmail.com,4402748691,Corporate,Platinum,1766266,1,Mobile App,2.2
182,Michele,Cruz,Female,33,UAE,christopherford@gmail.com,9140652985,Corporate,Premium,1241783,1,Mobile App,4.8
183,Mary,Williams,Female,68,USA,jtaylor@hotmail.com,3629203438,Corporate,Silver,1503259,16,Agent,4.5
184,Ryan,Wilkinson,Female,46,Canada,dianehoward@yahoo.com,4947488625,Corporate,Silver,379708,9,Website,4.5
185,Daryl,Hester,Female,25,UK,shawn04@yahoo.com,7506325469,Corporate,Premium,811069,2,Website,3.3
186,Matthew,Leblanc,Female,22,India,karla04@yahoo.com,8572784842,Leisure,Silver,2461642,19,Website,4.2
187,Greg,Jenkins,Female,45,India,todd10@jackson-thompson.org,1954015963,Leisure,Gold,2047211,6,Agent,4
188,Micheal,Vincent,Female,22,Canada,davidsmith@hotmail.com,6027780663,Corporate,Platinum,2271889,2,Agent,3.2
189,Mary,Franklin,Female,34,Australia,tyoung@hotmail.com,3283516452,Corporate,Premium,583365,12,Website,4.2
190,Lisa,Eaton,Male,67,Canada,briangonzalez@yahoo.com,1348394846,Leisure,Gold,485957,12,Agent,3
191,Emily,Nixon,Male,67,Australia,mary86@cook.com,8923865431,Leisure,Platinum,1064529,5,Website,4.1
192,Robert,Morris,Female,20,UK,nathansimmons@gmail.com,5533499506,Corporate,Silver,1136637,2,Mobile App,4.8
193,John,Davis,Female,70,Canada,laurajohnson@moore-waters.com,2720449696,Leisure,Premium,453598,25,Agent,2.6
194,Justin,Butler,Female,67,India,william37@cowan-martin.net,1547931533,Leisure,Premium,822086,12,Mobile App,4.7
195,Richard,Ball,Female,42,UK,jenniferdoyle@ball.info,2055982381,Corporate,Platinum,2386764,12,Agent,2.8
196,Rhonda,Coleman,Male,64,UAE,glewis@yahoo.com,702191246,Corporate,Platinum,1056889,18,Mobile App,3
197,Tony,Martinez,Male,38,Australia,tatedawn@glover.com,4731690575,Leisure,Premium,2170306,20,Agent,3.3
198,Antonio,Johnson,Female,40,UAE,smithkimberly@gmail.com,8245310016,Corporate,Premium,2124272,9,Agent,4.9
199,Joseph,Williams,Male,22,Australia,psmith@leonard-greene.info,5205360079,Leisure,Premium,2452038,24,Agent,2.5
200,Christine,Harmon,Male,27,Canada,michael79@hubbard.info,1576800205,Leisure,Silver,829447,3,Website,4.3
201,Marisa,Sullivan,Female,41,UAE,whitesandra@miller.com,7560303250,Corporate,Gold,2187112,12,Mobile App,3.3
202,Gregory,Johnson,Male,54,USA,kyle01@hotmail.com,6031197268,Leisure,Platinum,1618628,21,Mobile App,2.7
203,Damon,Calderon,Male,19,Australia,erikduran@gmail.com,8680671093,Corporate,Platinum,2471581,13,Agent,2.4
204,Jessica,Oliver,Female,63,UAE,christopherallen@gmail.com,3580704441,Corporate,Premium,2360242,7,Website,2.4
205,Tracy,Johnson,Male,46,USA,timothycooper@colon.com,2740098456,Leisure,Silver,1640448,22,Mobile App,4.1
206,Angela,Perez,Female,37,USA,robert58@carpenter-burnett.com,1242694778,Corporate,Premium,2433876,8,Website,5
207,Cody,Hernandez,Male,33,UAE,nicholas49@gilmore.biz,898209796,Corporate,Premium,1847325,15,Agent,2.4
208,Joshua,Cohen,Male,22,UK,lscott@kaiser-ingram.com,9538641793,Leisure,Platinum,2022999,25,Mobile App,4.5
209,Cody,Gonzalez,Male,26,UK,qmitchell@larson-alexander.org,2508637101,Corporate,Platinum,2253846,22,Agent,3
210,Norma,Wallace,Male,67,USA,jeffrey90@jenkins-gay.com,9741640964,Leisure,Silver,820769,17,Website,2.9
211,Mary,Tran,Male,38,Australia,jasonjones@hotmail.com,2969339706,Corporate,Premium,2476415,10,Website,2.8
212,Nathan,Massey,Female,26,Australia,fkennedy@gmail.com,6195661404,Leisure,Silver,2407944,21,Website,3.8
213,Jessica,Morris,Male,28,Australia,armstrongteresa@gmail.com,5158003162,Leisure,Silver,419007,3,Website,4.8
214,Mark,Reed,Female,59,USA,taylormichelle@yahoo.com,5702746020,Leisure,Silver,2388923,21,Agent,2.9
215,Melissa,Jones,Female,48,USA,bookernicholas@hotmail.com,2974183698,Leisure,Premium,2202301,3,Agent,2.2
216,John,Hall,Female,44,UAE,suttonclaudia@hotmail.com,8425798121,Leisure,Gold,1726871,20,Website,2.9
217,David,Phillips,Female,64,UK,jeremy96@yahoo.com,9209521607,Leisure,Gold,1854158,17,Agent,2.3
218,Robert,Harrison,Male,47,India,kevingreen@gmail.com,4578046241,Leisure,Platinum,1339847,5,Website,2.2
219,Angela,Shepherd,Female,57,UAE,michael82@christensen.com,5710596900,Corporate,Gold,1673365,19,Agent,2.9
220,Scott,Vasquez,Male,49,Canada,icoleman@yahoo.com,1775542412,Leisure,Platinum,1594112,16,Website,2.3
221,Erik,Davis,Female,50,UAE,kristinward@mason.com,9652689941,Corporate,Gold,1780149,2,Website,2.8
222,Kristina,Rodriguez,Female,36,Canada,tina32@hamilton-norris.biz,1231824511,Corporate,Silver,2107442,5,Mobile App,4.2
223,Daniel,Jones,Female,41,India,bsanchez@gmail.com,3751804894,Leisure,Silver,1116443,12,Agent,2.9
224,Jared,Wallace,Female,50,UAE,mcknightthomas@gmail.com,3261025339,Leisure,Silver,839653,4,Mobile App,3.1
225,Tanya,Nguyen,Female,53,UK,trevor70@patel.com,9585442800,Corporate,Gold,2435414,13,Agent,2.1
226,Ashley,Ramirez,Male,26,Australia,shaneroman@mercer-silva.com,8494079661,Leisure,Platinum,2478239,15,Website,3.8
227,Melissa,Brown,Male,38,Canada,nguyenjanet@hotmail.com,5843756618,Leisure,Gold,1948170,20,Agent,4.5
228,Aaron,Harmon,Female,50,Canada,michaelperry@mills.org,345427674,Leisure,Premium,2291843,1,Mobile App,3
229,Brett,Ponce,Male,44,Canada,katelyngonzales@peterson.com,7247353069,Leisure,Silver,2290575,9,Agent,4.3
230,Jessica,Ellis,Male,64,India,williamhall@adams.info,8194452571,Leisure,Gold,2498789,21,Agent,3.9
